bin	Depth HFD_AL_4_02_25	Depth HFD_AL_4_03_11	Depth HFD_AL_6_05_12	Depth HFD_AL_6_05_22	Depth HFD_AL_7_06_12	Depth HFD_IF_4_02_25	Depth HFD_IF_4_03_11	Depth HFD_IF_6_05_12	Depth HFD_IF_6_05_22	Depth HFD_IF_7_06_12	Input_file_busco	Dataset_busco	Complete_busco	Single_busco	Duplicated_busco	Fragmented_busco	Missing_busco	n_markers_busco	Translation table_busco	Scaffold N50_busco	Contigs N50_busco	Percent gaps_busco	Number of scaffolds_busco	Name_checkm2	Completeness_checkm2	Contamination_checkm2	Completeness_Model_Used_checkm2	Translation_Table_Used_checkm2	Coding_Density_checkm2	Genome_Size_checkm2	Total_Coding_Sequences_checkm2	Name	Assembly_quast	# contigs (>= 0 bp)_quast	# contigs (>= 1000 bp)_quast	# contigs (>= 5000 bp)_quast	# contigs (>= 10000 bp)_quast	# contigs (>= 25000 bp)_quast	# contigs (>= 50000 bp)_quast	Total length (>= 0 bp)_quast	Total length (>= 1000 bp)_quast	Total length (>= 5000 bp)_quast	Total length (>= 10000 bp)_quast	Total length (>= 25000 bp)_quast	Total length (>= 50000 bp)_quast	# contigs_quast	Largest contig_quast	Total length_quast	GC (%)_quast	N50_quast	N75_quast	L50_quast	L75_quast	# N's per 100 kbp_quast	# predicted rRNA genes_quast	user_genome_gtdbtk	classification_gtdbtk	closest_genome_reference_gtdbtk	closest_genome_reference_radius_gtdbtk	closest_genome_taxonomy_gtdbtk	closest_genome_ani_gtdbtk	closest_genome_af_gtdbtk	closest_placement_reference_gtdbtk	closest_placement_radius_gtdbtk	closest_placement_taxonomy_gtdbtk	closest_placement_ani_gtdbtk	closest_placement_af_gtdbtk	pplacer_taxonomy_gtdbtk	classification_method_gtdbtk	note_gtdbtk	other_related_references(genome_id,species_name,radius,ANI,AF)_gtdbtk	msa_percent_gtdbtk	translation_table_gtdbtk	red_value_gtdbtk	warnings_gtdbtk
MEGAHIT-MetaBAT2-group-AL.101.fa	157.439	184.145	50.309	165.196	14.1073						MEGAHIT-MetaBAT2-group-AL.101.fa	bacteria_odb10	87.1	78.2	8.9	4.0	8.9	124	11	71655	71655	0.000%	89	MEGAHIT-MetaBAT2-group-AL.101.fa	91.71	11.19	Gradient Boost (General Model)	11	0.883	3196446	3021	MEGAHIT-MetaBAT2-group-AL.101	MEGAHIT-MetaBAT2-group-AL.101.fa	89	89	76	67	44	22	3196446	3196446	3160966	3103029	2719189	1948851	89	186587	3196446	57.62	71655	33288	17	34	0.0	1 + 0 part	MEGAHIT-MetaBAT2-group-AL.101.fa	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Pelethomonas;s__Pelethomonas sp910587645	GCA_910587645.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Pelethomonas;s__Pelethomonas sp910587645	99.91	0.925							ani_screen	classification based on ANI only	GCA_947649615.1, s__Pelethomonas sp947649615, 95.0, 91.61, 0.425				
MEGAHIT-MetaBAT2-group-AL.102.fa	2.94839	2.118	0.957599	2.01196	2.00107						MEGAHIT-MetaBAT2-group-AL.102.fa	bacteria_odb10	47.6	46.0	1.6	8.1	44.4	124	11	6529	6529	0.000%	565	MEGAHIT-MetaBAT2-group-AL.102.fa	80.26	3.42	Gradient Boost (General Model)	11	0.901	2941281	2911	MEGAHIT-MetaBAT2-group-AL.102	MEGAHIT-MetaBAT2-group-AL.102.fa	565	565	206	67	5	0	2941281	2941281	1903350	975253	143197	0	565	39640	2941281	53.18	6529	3873	130	276	0.0	1 + 0 part	MEGAHIT-MetaBAT2-group-AL.102.fa																			
MEGAHIT-MetaBAT2-group-AL.103.fa	56.7536	38.0451	20.0813	5.8025	2.87993						MEGAHIT-MetaBAT2-group-AL.103.fa	bacteria_odb10	93.5	92.7	0.8	1.6	4.8	124	11	105704	105704	0.000%	61	MEGAHIT-MetaBAT2-group-AL.103.fa	97.29	3.17	Gradient Boost (General Model)	11	0.883	3994845	3492	MEGAHIT-MetaBAT2-group-AL.103	MEGAHIT-MetaBAT2-group-AL.103.fa	61	61	55	51	41	28	3994845	3994845	3976666	3948916	3789291	3308341	61	338073	3994845	51.58	105704	69122	13	24	0.0	0 + 0 part	MEGAHIT-MetaBAT2-group-AL.103.fa	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor sp003612485	GCA_003612485.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor sp003612485	98.72	0.876							ani_screen	classification based on ANI only					
MEGAHIT-MetaBAT2-group-AL.104.fa	0.0	0.0	0.895553	2.03108	3.62399						MEGAHIT-MetaBAT2-group-AL.104.fa	bacteria_odb10	16.1	16.1	0.0	15.3	68.5	124	11	3230	3230	0.000%	371	MEGAHIT-MetaBAT2-group-AL.104.fa	40.49	0.04	Neural Network (Specific Model)	11	0.947	1110517	1164	MEGAHIT-MetaBAT2-group-AL.104	MEGAHIT-MetaBAT2-group-AL.104.fa	371	371	25	1	0	0	1110517	1110517	166723	10319	0	0	371	10319	1110517	58.33	3230	2319	124	226	0.0	0 + 0 part	MEGAHIT-MetaBAT2-group-AL.104.fa																			
MEGAHIT-MetaBAT2-group-AL.105.fa	1.62287	3.49619	10.8212	1.80091	1.1883						MEGAHIT-MetaBAT2-group-AL.105.fa	bacteria_odb10	96.0	93.5	2.4	2.4	1.6	124	11	27990	27990	0.000%	393	MEGAHIT-MetaBAT2-group-AL.105.fa	96.69	5.94	Gradient Boost (General Model)	11	0.888	4161297	3953	MEGAHIT-MetaBAT2-group-AL.105	MEGAHIT-MetaBAT2-group-AL.105.fa	393	393	161	113	52	12	4161297	4161297	3617713	3265985	2278664	804171	393	89597	4161297	47.56	27990	11834	45	100	0.0	2 + 2 part	MEGAHIT-MetaBAT2-group-AL.105.fa	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__1XD8-76;s__1XD8-76 sp022799355	GCA_022799355.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__1XD8-76;s__1XD8-76 sp022799355	99.27	0.886							ani_screen	classification based on ANI only					
MEGAHIT-MetaBAT2-group-AL.106.fa	4.38716	5.345015	1.94812	8.848585	1.311315						MEGAHIT-MetaBAT2-group-AL.106.fa	bacteria_odb10	87.1	85.5	1.6	2.4	10.5	124	11	11274	11274	0.000%	328	MEGAHIT-MetaBAT2-group-AL.106.fa	95.3	2.93	Gradient Boost (General Model)	11	0.803	2757244	2475	MEGAHIT-MetaBAT2-group-AL.106	MEGAHIT-MetaBAT2-group-AL.106.fa	328	328	201	86	10	2	2757244	2757244	2343810	1490615	376542	112607	328	59927	2757244	62.59	11274	6791	76	155	0.0	1 + 0 part	MEGAHIT-MetaBAT2-group-AL.106.fa	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__Angelakisella sp022795575	GCA_022795575.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__Angelakisella sp022795575	99.94	0.908							ani_screen	classification based on ANI only					
MEGAHIT-MetaBAT2-group-AL.107.fa	24.4688	29.6895	17.7028	25.4104	8.46033						MEGAHIT-MetaBAT2-group-AL.107.fa	bacteria_odb10	0.0	0.0	0.0	1.6	98.4	124	11	17610	17610	0.000%	51	MEGAHIT-MetaBAT2-group-AL.107.fa	9.67	0.06	Neural Network (Specific Model)	11	0.855	472815	535	MEGAHIT-MetaBAT2-group-AL.107	MEGAHIT-MetaBAT2-group-AL.107.fa	51	51	26	15	5	0	472815	472815	394111	308024	163603	0	51	40709	472815	53.17	17610	7921	9	21	0.0	0 + 0 part	MEGAHIT-MetaBAT2-group-AL.107.fa																			
MEGAHIT-MetaBAT2-group-AL.108.fa	0.93184	2.71363	13.7683	25.8038	8.29206						MEGAHIT-MetaBAT2-group-AL.108.fa	bacteria_odb10	86.3	85.5	0.8	2.4	11.3	124	11	56049	56049	0.000%	103	MEGAHIT-MetaBAT2-group-AL.108.fa	88.74	0.0	Gradient Boost (General Model)	11	0.892	2431828	2375	MEGAHIT-MetaBAT2-group-AL.108	MEGAHIT-MetaBAT2-group-AL.108.fa	103	103	59	50	35	15	2431828	2431828	2305101	2242523	2013227	1289397	103	148457	2431828	59.02	56049	32363	14	29	0.0	2 + 0 part	MEGAHIT-MetaBAT2-group-AL.108.fa	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__Lawsonibacter sp910577805	GCA_910577805.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__Lawsonibacter sp910577805	98.66	0.756							ani_screen	classification based on ANI only	GCA_910588455.1, s__Lawsonibacter sp910588455, 95.0, 85.72, 0.291				
MEGAHIT-MetaBAT2-group-AL.109.fa	5.264185	3.859045	0.9352245	4.144665	0.7306855						MEGAHIT-MetaBAT2-group-AL.109.fa	bacteria_odb10	87.9	87.9	0.0	3.2	8.9	124	11	28202	28202	0.000%	160	MEGAHIT-MetaBAT2-group-AL.109.fa	88.13	2.79	Neural Network (Specific Model)	11	0.892	2626044	2602	MEGAHIT-MetaBAT2-group-AL.109	MEGAHIT-MetaBAT2-group-AL.109.fa	160	160	117	85	32	12	2626044	2626044	2498935	2259259	1479052	810481	160	114257	2626044	57.75	28202	13688	26	61	0.0	0 + 0 part	MEGAHIT-MetaBAT2-group-AL.109.fa	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter sp910589315	GCA_910589315.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter sp910589315	96.93	0.849							ani_screen	classification based on ANI only	GCA_947382875.1, s__Oscillibacter sp947382875, 95.0, 84.04, 0.238				
MEGAHIT-MetaBAT2-group-AL.11.fa	0.0	0.0	1.82944	5.61964	2.00165						MEGAHIT-MetaBAT2-group-AL.11.fa	bacteria_odb10	58.9	58.9	0.0	7.3	33.9	124	11	6448	6448	0.000%	469	MEGAHIT-MetaBAT2-group-AL.11.fa	71.83	3.65	Gradient Boost (General Model)	11	0.905	2353691	2358	MEGAHIT-MetaBAT2-group-AL.11	MEGAHIT-MetaBAT2-group-AL.11.fa	469	469	169	46	0	0	2353691	2353691	1478440	616635	0	0	469	21903	2353691	55.58	6448	3843	116	235	0.0	0 + 0 part	MEGAHIT-MetaBAT2-group-AL.11.fa	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lientehia;s__Lientehia sp949740745	GCA_949740745.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lientehia;s__Lientehia sp949740745	98.43	0.825							ani_screen	classification based on ANI only	GCA_947066815.1, s__Lientehia sp947066815, 95.0, 87.08, 0.176; GCA_022800815.1, s__Lientehia sp022800815, 95.0, 85.73, 0.151				
MEGAHIT-MetaBAT2-group-AL.110.fa	20.94185	10.3741	6.37815	1.1862050000000002	2.43987						MEGAHIT-MetaBAT2-group-AL.110.fa	bacteria_odb10	2.4	2.4	0.0	0.0	97.6	124	11	38618	38618	0.000%	6	MEGAHIT-MetaBAT2-group-AL.110.fa	4.67	0.0	Neural Network (Specific Model)	11	0.908	201819	197	MEGAHIT-MetaBAT2-group-AL.110	MEGAHIT-MetaBAT2-group-AL.110.fa	6	6	6	6	4	1	201819	201819	201819	201819	167701	68889	6	68889	201819	48.71	38618	29517	2	4	0.0	0 + 0 part	MEGAHIT-MetaBAT2-group-AL.110.fa																			
MEGAHIT-MetaBAT2-group-AL.111.fa	3.57002	3.38878	0.355154	1.50468	0.870575						MEGAHIT-MetaBAT2-group-AL.111.fa	bacteria_odb10	59.7	58.9	0.8	12.9	27.4	124	11	7423	7423	0.000%	517	MEGAHIT-MetaBAT2-group-AL.111.fa	81.65	1.79	Neural Network (Specific Model)	11	0.899	3123936	2899	MEGAHIT-MetaBAT2-group-AL.111	MEGAHIT-MetaBAT2-group-AL.111.fa	517	517	233	69	5	0	3123936	3123936	2220873	1071173	160435	0	517	43379	3123936	54.46	7423	4668	127	259	0.0	0 + 0 part	MEGAHIT-MetaBAT2-group-AL.111.fa	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia sp910587865	GCA_910587865.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia sp910587865	99.96	0.98							ani_screen	classification based on ANI only					
MEGAHIT-MetaBAT2-group-AL.112.fa	38.0212	35.3687	13.3668	52.5026	2.8464						MEGAHIT-MetaBAT2-group-AL.112.fa	bacteria_odb10	82.3	74.2	8.1	1.6	16.1	124	11	42248	42248	0.000%	93	MEGAHIT-MetaBAT2-group-AL.112.fa	88.83	5.1	Gradient Boost (General Model)	11	0.874	2386774	2334	MEGAHIT-MetaBAT2-group-AL.112	MEGAHIT-MetaBAT2-group-AL.112.fa	93	93	75	58	39	13	2386774	2386774	2330982	2204187	1929454	961148	93	139643	2386774	62.12	42248	31333	19	34	0.0	0 + 0 part	MEGAHIT-MetaBAT2-group-AL.112.fa	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter sp910585385	GCA_910585385.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter sp910585385	99.84	0.864							ani_screen	classification based on ANI only	GCF_947365245.1, s__Oscillibacter sp947365245, 95.0, 86.82, 0.325; GCF_910587525.1, s__Oscillibacter sp910587525, 95.0, 86.72, 0.302; GCA_947644365.1, s__Oscillibacter sp947644365, 95.0, 88.88, 0.456; GCF_946551795.1, s__Oscillibacter sp946551795, 95.0, 88.15, 0.399; GCF_910584075.1, s__Oscillibacter sp910584075, 95.0, 88.16, 0.4; GCA_910588005.1, s__Oscillibacter sp910588005, 95.0, 84.23, 0.194; GCF_000403435.2, s__Oscillibacter sp000403435, 95.0, 87.6, 0.394				
MEGAHIT-MetaBAT2-group-AL.113.fa	32.1643	10.2055	9.38469	3.29448	18.8949						MEGAHIT-MetaBAT2-group-AL.113.fa	bacteria_odb10	83.1	79.0	4.0	0.0	16.9	124	11	37126	37126	0.000%	150	MEGAHIT-MetaBAT2-group-AL.113.fa	66.45	3.69	Neural Network (Specific Model)	11	0.907	2038685	1804	MEGAHIT-MetaBAT2-group-AL.113	MEGAHIT-MetaBAT2-group-AL.113.fa	150	150	67	57	29	9	2038685	2038685	1855363	1779358	1310559	588206	150	106872	2038685	48.5	37126	19851	20	39	0.0	4 + 1 part	MEGAHIT-MetaBAT2-group-AL.113.fa	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Lepagella;s__Lepagella muris_A	GCA_003833075.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Lepagella;s__Lepagella muris_A	98.53	0.822							ani_screen	classification based on ANI only	GCA_947175455.1, s__Lepagella sp947175455, 95.0, 93.02, 0.435				
MEGAHIT-MetaBAT2-group-AL.114.fa	8.676594999999999	3.31938	0.0	0.0	0.0						MEGAHIT-MetaBAT2-group-AL.114.fa	bacteria_odb10	78.2	78.2	0.0	5.6	16.1	124	11	11376	11376	0.000%	170	MEGAHIT-MetaBAT2-group-AL.114.fa	87.51	0.73	Gradient Boost (General Model)	11	0.918	1302494	1283	MEGAHIT-MetaBAT2-group-AL.114	MEGAHIT-MetaBAT2-group-AL.114.fa	170	170	92	44	4	0	1302494	1302494	1081452	723962	110740	0	170	28818	1302494	49.45	11376	6947	38	75	0.0	1 + 0 part	MEGAHIT-MetaBAT2-group-AL.114.fa	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__Coproplasma;s__Coproplasma sp013316055	GCA_948677005.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__Coproplasma;s__Coproplasma sp013316055	97.83	0.934							ani_screen	classification based on ANI only	GCA_910587015.1, s__Coproplasma sp910587015, 95.0, 94.5, 0.845; GCA_910587005.1, s__Coproplasma sp910587005, 95.0, 86.38, 0.215				
MEGAHIT-MetaBAT2-group-AL.115.fa	3.561115	7.114795	69.5196	8.811354999999999	8.67356						MEGAHIT-MetaBAT2-group-AL.115.fa	bacteria_odb10	75.0	74.2	0.8	0.8	24.2	124	11	38732	38732	0.000%	78	MEGAHIT-MetaBAT2-group-AL.115.fa	94.46	1.55	Neural Network (Specific Model)	11	0.914	2001351	2057	MEGAHIT-MetaBAT2-group-AL.115	MEGAHIT-MetaBAT2-group-AL.115.fa	78	78	68	60	32	7	2001351	2001351	1966591	1906185	1444401	575371	78	136661	2001351	42.77	38732	23596	17	35	0.0	4 + 6 part	MEGAHIT-MetaBAT2-group-AL.115.fa	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Dubosiella;s__Dubosiella newyorkensis	GCF_001945605.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Dubosiella;s__Dubosiella newyorkensis	99.06	0.95							ani_screen	classification based on ANI only					
MEGAHIT-MetaBAT2-group-AL.116.fa	0.79646	1.17592	0.960573	4.11918	0.529864						MEGAHIT-MetaBAT2-group-AL.116.fa	bacteria_odb10	10.5	10.5	0.0	6.5	83.1	124	11	2733	2733	0.000%	495	MEGAHIT-MetaBAT2-group-AL.116.fa	24.79	0.94	Neural Network (Specific Model)	11	0.903	1381188	1592	MEGAHIT-MetaBAT2-group-AL.116	MEGAHIT-MetaBAT2-group-AL.116.fa	495	495	30	7	1	0	1381188	1381188	276874	137141	42206	0	495	42206	1381188	52.29	2733	2032	149	296	0.0	0 + 0 part	MEGAHIT-MetaBAT2-group-AL.116.fa																			
MEGAHIT-MetaBAT2-group-AL.117.fa	4.98832	5.68438	2.89543	0.491228	0.398671						MEGAHIT-MetaBAT2-group-AL.117.fa	bacteria_odb10	76.6	74.2	2.4	5.6	17.7	124	11	7399	7399	0.000%	677	MEGAHIT-MetaBAT2-group-AL.117.fa	80.03	3.53	Neural Network (Specific Model)	11	0.884	3530006	3661	MEGAHIT-MetaBAT2-group-AL.117	MEGAHIT-MetaBAT2-group-AL.117.fa	677	677	205	82	11	0	3530006	3530006	2271214	1404425	355591	0	677	46051	3530006	47.0	7399	3584	123	296	0.0	1 + 0 part	MEGAHIT-MetaBAT2-group-AL.117.fa	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Petralouisia;s__						GCA_910585295.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Petralouisia;s__Petralouisia sp009774455	96.7	0.65	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Petralouisia;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree		76.85	11.0	0.99679	
MEGAHIT-MetaBAT2-group-AL.118.fa	7.74709	5.21776	12.8576	15.4787	7.23319						MEGAHIT-MetaBAT2-group-AL.118.fa	bacteria_odb10	92.7	81.5	11.3	1.6	5.6	124	11	70126	70126	0.000%	165	MEGAHIT-MetaBAT2-group-AL.118.fa	95.88	6.92	Gradient Boost (General Model)	11	0.88	2780691	2736	MEGAHIT-MetaBAT2-group-AL.118	MEGAHIT-MetaBAT2-group-AL.118.fa	165	165	60	45	26	21	2780691	2780691	2505624	2404812	2112755	1949162	165	179174	2780691	57.6	70126	27941	13	25	0.0	4 + 2 part	MEGAHIT-MetaBAT2-group-AL.118.fa																			
MEGAHIT-MetaBAT2-group-AL.119.fa	2.18577	1.07991	2.25808	3.44728	8.76202						MEGAHIT-MetaBAT2-group-AL.119.fa	bacteria_odb10	7.3	7.3	0.0	1.6	91.1	124	11	7399	7399	0.000%	109	MEGAHIT-MetaBAT2-group-AL.119.fa	11.95	0.04	Neural Network (Specific Model)	11	0.859	542503	621	MEGAHIT-MetaBAT2-group-AL.119	MEGAHIT-MetaBAT2-group-AL.119.fa	109	109	29	12	2	0	542503	542503	345105	234530	81775	0	109	42478	542503	56.37	7399	3589	17	44	0.0	1 + 0 part	MEGAHIT-MetaBAT2-group-AL.119.fa																			
MEGAHIT-MetaBAT2-group-AL.12.fa	13.7403	9.595145	12.70995	5.332134999999999	4.684060000000001						MEGAHIT-MetaBAT2-group-AL.12.fa	bacteria_odb10	84.7	81.5	3.2	1.6	13.7	124	11	45793	45793	0.000%	108	MEGAHIT-MetaBAT2-group-AL.12.fa	86.46	3.99	Gradient Boost (General Model)	11	0.885	3417308	3154	MEGAHIT-MetaBAT2-group-AL.12	MEGAHIT-MetaBAT2-group-AL.12.fa	108	108	97	85	50	21	3417308	3417308	3385393	3287778	2676001	1616627	108	143633	3417308	49.25	45793	28337	23	46	0.0	0 + 0 part	MEGAHIT-MetaBAT2-group-AL.12.fa	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Laedolimicola;s__Laedolimicola sp011959465	GCA_910575725.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Laedolimicola;s__Laedolimicola sp011959465	98.71	0.887							ani_screen	classification based on ANI only	GCA_910576325.1, s__Laedolimicola sp910576325, 95.0, 84.0, 0.154				
MEGAHIT-MetaBAT2-group-AL.120.fa	0.0	1.826455	2.35219	12.111350000000002	2.452605						MEGAHIT-MetaBAT2-group-AL.120.fa	bacteria_odb10	83.1	81.5	1.6	6.5	10.5	124	11	17169	17169	0.000%	330	MEGAHIT-MetaBAT2-group-AL.120.fa	90.27	5.22	Gradient Boost (General Model)	11	0.893	3259211	3322	MEGAHIT-MetaBAT2-group-AL.120	MEGAHIT-MetaBAT2-group-AL.120.fa	330	330	184	99	32	4	3259211	3259211	2840519	2241121	1198200	255671	330	83014	3259211	57.95	17169	8282	54	122	0.0	1 + 0 part	MEGAHIT-MetaBAT2-group-AL.120.fa	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Pelethomonas;s__Pelethomonas sp022800665	GCA_022800665.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Pelethomonas;s__Pelethomonas sp022800665	96.56	0.682							ani_screen	classification based on ANI only	GCA_910578505.1, s__Pelethomonas sp910578505, 95.0, 84.15, 0.159				
MEGAHIT-MetaBAT2-group-AL.121.fa	0.180505	0.0971772	4.91076	8.31796	12.6597						MEGAHIT-MetaBAT2-group-AL.121.fa	bacteria_odb10	1.6	1.6	0.0	0.8	97.6	124	11	10254	10254	0.000%	59	MEGAHIT-MetaBAT2-group-AL.121.fa	7.91	0.1	Neural Network (Specific Model)	11	0.861	419685	457	MEGAHIT-MetaBAT2-group-AL.121	MEGAHIT-MetaBAT2-group-AL.121.fa	59	59	27	13	2	0	419685	419685	325350	227037	58953	0	59	32236	419685	51.49	10254	5607	12	26	0.0	0 + 0 part	MEGAHIT-MetaBAT2-group-AL.121.fa																			
MEGAHIT-MetaBAT2-group-AL.122.fa	0.0	0.0	0.154959	0.0	6.20664						MEGAHIT-MetaBAT2-group-AL.122.fa	bacteria_odb10	12.1	12.1	0.0	4.0	83.9	124	11	2656	2656	0.000%	337	MEGAHIT-MetaBAT2-group-AL.122.fa	22.62	0.09	Neural Network (Specific Model)	11	0.924	891221	1017	MEGAHIT-MetaBAT2-group-AL.122	MEGAHIT-MetaBAT2-group-AL.122.fa	337	337	15	1	0	0	891221	891221	99103	10628	0	0	337	10628	891221	51.68	2656	2076	117	213	0.0	0 + 0 part	MEGAHIT-MetaBAT2-group-AL.122.fa																			
MEGAHIT-MetaBAT2-group-AL.123.fa	21.1211	13.7933	0.0055418	0.0	0.0						MEGAHIT-MetaBAT2-group-AL.123.fa	bacteria_odb10	97.6	96.0	1.6	0.8	1.6	124	11	49772	49772	0.000%	79	MEGAHIT-MetaBAT2-group-AL.123.fa	96.88	0.0	Neural Network (Specific Model)	11	0.914	2327725	2000	MEGAHIT-MetaBAT2-group-AL.123	MEGAHIT-MetaBAT2-group-AL.123.fa	79	79	74	62	31	16	2327725	2327725	2308890	2229697	1707237	1118150	79	116204	2327725	52.64	49772	24357	17	33	0.0	2 + 0 part	MEGAHIT-MetaBAT2-group-AL.123.fa	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Paramuribaculum;s__Paramuribaculum sp910588065	GCA_910588065.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Paramuribaculum;s__Paramuribaculum sp910588065	99.93	0.993							ani_screen	classification based on ANI only					
MEGAHIT-MetaBAT2-group-AL.124.fa	0.0371932	0.0699953	4.57935	7.91373	2.21186						MEGAHIT-MetaBAT2-group-AL.124.fa	bacteria_odb10	59.7	51.6	8.1	12.9	27.4	124	11	9195	9195	0.000%	387	MEGAHIT-MetaBAT2-group-AL.124.fa	71.43	7.21	Gradient Boost (General Model)	11	0.902	2460986	2642	MEGAHIT-MetaBAT2-group-AL.124	MEGAHIT-MetaBAT2-group-AL.124.fa	387	387	170	69	6	0	2460986	2460986	1849476	1129075	197737	0	387	36952	2460986	61.23	9195	5022	80	170	0.0	0 + 0 part	MEGAHIT-MetaBAT2-group-AL.124.fa	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__Lawsonibacter sp910584605	GCA_041223735.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__Lawsonibacter sp910584605	98.56	0.717							ani_screen	classification based on ANI only	GCF_943192995.1, s__Lawsonibacter muris, 95.0, 86.38, 0.174				
MEGAHIT-MetaBAT2-group-AL.125.fa	0.0	0.0	1.44408	7.22777	7.7622						MEGAHIT-MetaBAT2-group-AL.125.fa	bacteria_odb10	85.5	85.5	0.0	5.6	8.9	124	11	19053	19053	0.000%	205	MEGAHIT-MetaBAT2-group-AL.125.fa	93.28	3.45	Gradient Boost (General Model)	11	0.873	2447122	2406	MEGAHIT-MetaBAT2-group-AL.125	MEGAHIT-MetaBAT2-group-AL.125.fa	205	205	140	87	21	2	2447122	2447122	2240993	1867759	794822	150991	205	100261	2447122	63.32	19053	10490	41	84	0.0	0 + 0 part	MEGAHIT-MetaBAT2-group-AL.125.fa	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Pelethomonas;s__Pelethomonas sp910579965	GCA_910579965.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Pelethomonas;s__Pelethomonas sp910579965	98.63	0.801							ani_screen	classification based on ANI only	GCA_947365965.1, s__Pelethomonas sp947365965, 95.0, 93.9, 0.643				
